directors,numberall,runtimeminutes,averagerating,numvotes
nm0399370,2,94.5,6.15,13
nm0399382,2,90.0,7.30,69
nm0399464,9,105.7,6.24,3139
nm0399497,1,90.0,5.40,1094
nm0399520,1,83.0,5.40,148
nm0399524,5,78.0,6.40,33814
nm0399563,6,81.5,6.17,94
nm0399592,3,86.7,5.97,294
nm0399594,1,88.0,6.40,77
nm0399600,2,81.0,7.70,332
nm0399608,3,101.7,5.07,669
nm0399630,4,89.8,5.73,20613
nm0399655,3,104.0,5.50,22012
nm0399661,3,98.5,6.63,86
nm0399687,1,100.0,8.20,20
nm0399737,7,104.3,6.09,96545
nm0399769,1,,5.30,7
nm0399774,1,62.0,4.10,109
nm0399791,1,105.0,5.80,6
nm0399836,1,60.0,5.80,21
nm0399839,1,90.0,5.10,280
nm0399853,12,105.1,6.45,91510
nm0399875,2,77.0,5.95,240
nm0399944,1,104.0,3.90,530
nm0400016,2,93.0,7.05,372
nm0400026,1,99.0,7.20,6
nm0400059,2,90.0,5.00,616
nm0400071,7,90.5,6.60,3444
nm0400107,2,98.0,6.30,48
nm0400133,3,75.7,6.13,190
nm0400167,1,90.0,4.20,360
nm0400170,15,94.2,6.30,14038
nm0400177,6,88.8,3.68,555
nm0400194,12,93.7,4.73,7795
nm0400211,1,92.0,4.20,153
nm0400403,1,81.0,6.70,1285
nm0400413,1,90.0,3.30,92
nm0400415,4,80.8,4.55,309
nm0400436,7,106.5,6.81,562696
nm0400441,7,107.9,6.74,628864
nm0400480,4,97.0,4.58,1775
nm0400486,4,109.8,6.18,50222
nm0400491,3,70.3,7.23,382
nm0400532,4,67.8,7.33,392
nm0400585,1,120.0,7.40,52
nm0400589,1,86.0,5.60,16
nm0400638,6,74.7,5.62,78
nm0400652,2,121.5,6.45,8738
nm0400700,2,93.0,6.85,74
nm0400724,1,88.0,6.60,154
nm0400730,5,74.0,5.34,438
nm0400731,23,97.7,6.05,81634
nm0400743,1,90.0,7.80,5
nm0400816,1,88.0,5.00,1185
nm0400830,1,100.0,7.50,66
nm0400850,3,113.0,6.47,358866
nm0400912,2,75.0,6.60,835
nm0400924,1,180.0,7.40,7
nm0400958,2,92.0,6.65,19708
nm0400968,8,92.0,7.11,606
nm0401010,1,85.0,3.50,163
nm0401067,1,87.0,4.40,12
nm0401081,15,90.4,5.95,173
nm0401101,2,76.5,6.45,87
nm0401143,1,52.0,5.70,35
nm0401176,29,109.2,6.69,16839
nm0401194,1,89.0,6.60,35
nm0401195,1,109.0,4.50,2237
nm0401201,8,96.0,6.40,1902
nm0401203,3,106.7,5.83,282776
nm0401247,16,89.9,6.59,6051
nm0401257,1,100.0,7.00,20
nm0401263,1,90.0,3.60,5
nm0401267,2,90.0,7.00,92
nm0401323,3,83.3,5.77,462
nm0401352,2,98.5,7.50,203
nm0401366,4,86.8,4.90,3779
nm0401402,1,86.0,3.50,1817
nm0401452,1,65.0,7.80,165
nm0401457,1,86.0,4.00,20
nm0401461,2,72.5,6.45,88
nm0401473,1,92.0,4.20,13
nm0401486,1,,6.00,5
nm0401502,4,131.3,6.88,12476
nm0401519,1,121.0,9.10,48
nm0401527,1,88.0,5.20,16
nm0401528,2,105.5,5.65,497
nm0401546,3,88.0,6.50,62
nm0401551,1,75.0,6.20,6
nm0401564,1,,7.40,15
nm0401594,3,98.7,6.50,841
nm0401595,1,73.0,2.40,5
nm0401657,3,75.7,5.33,105
nm0401674,1,89.0,6.60,3162
nm0401680,43,79.3,6.35,24194
nm0401695,5,76.6,7.42,437
nm0401736,1,64.0,6.80,10
nm0401755,4,74.7,6.30,113
nm0401763,1,89.0,6.40,384
nm0401785,1,92.0,6.00,42
nm0401788,3,137.0,6.37,20
nm0401804,1,86.0,6.10,2499
nm0401811,1,86.0,5.20,264
nm0401827,1,88.0,7.20,76
nm0401863,1,95.0,7.10,76
nm0401967,1,60.0,5.90,14
nm0401970,1,92.0,6.90,11
nm0401975,2,75.0,5.80,492
nm0402144,1,84.0,8.00,450
nm0402147,1,105.0,5.70,45
nm0402153,1,91.0,8.20,19
nm0402156,6,66.6,6.30,68
nm0402161,36,95.8,5.69,27365
nm0402165,1,98.0,5.10,69
nm0402181,3,104.0,5.53,150
nm0402186,1,92.0,5.50,31
nm0402211,1,96.0,6.20,63
nm0402219,1,90.0,7.10,8
nm0402266,1,104.0,7.40,36
nm0402312,2,85.0,5.25,715
nm0402317,3,93.3,6.10,2604
nm0402348,1,58.0,7.30,6
nm0402352,1,80.0,4.40,34
nm0402365,1,97.0,5.10,35088
nm0402383,2,86.5,7.15,67
nm0402408,1,89.0,7.10,49
nm0402434,10,89.9,5.01,7529
nm0402489,1,85.0,6.00,289
nm0402493,2,90.0,4.45,7785
nm0402507,2,76.0,6.60,18
nm0402537,8,71.5,5.55,96
nm0402538,1,78.0,4.50,169
nm0402563,2,77.5,6.65,55578
nm0402596,3,121.7,7.33,8076
nm0402597,9,111.9,5.71,96473
nm0402631,1,84.0,7.20,5
nm0402980,3,93.3,6.10,2604
nm0402995,1,104.0,5.50,47426
nm0403038,3,102.7,5.57,28337
nm0403054,7,80.8,6.13,2406
nm0403101,8,109.3,6.18,6947
nm0403126,21,80.7,6.17,3262
nm0403174,1,,5.00,15
nm0403225,11,103.8,6.45,2714
nm0403226,37,90.4,5.75,3675
nm0403231,2,67.5,5.70,525
nm0403240,1,75.0,4.30,78
nm0403279,1,88.0,5.60,135
nm0403290,1,98.0,6.00,32
nm0403297,9,114.6,6.60,11212
nm0403304,2,91.5,5.80,32
nm0403346,1,102.0,6.40,175
nm0403439,5,65.8,6.00,523
nm0403441,1,89.0,6.70,212
nm0403451,1,80.0,4.90,47
nm0403477,1,90.0,4.30,14
nm0403481,1,75.0,5.60,1295
nm0403541,6,95.2,5.88,64484
nm0403577,2,93.5,5.15,505
nm0403597,2,82.5,6.35,429
nm0403622,1,86.0,7.00,5
nm0403628,3,87.3,4.90,212
nm0403629,5,91.3,5.02,8581
nm0403636,13,287.8,5.43,235
nm0403774,1,85.0,7.20,6699
nm0403794,11,81.3,5.47,2238
nm0403809,1,68.0,7.80,8
nm0403813,1,66.0,7.10,9
nm0403826,13,163.3,6.87,3541
nm0403855,28,96.5,5.14,1579
nm0403871,2,97.5,7.10,180
nm0403901,1,95.0,4.30,53
nm0403920,1,,7.40,5
nm0403922,2,93.0,5.05,1587
nm0403950,6,,4.83,70
nm0403951,8,141.2,7.50,391
nm0403955,1,,8.70,18
nm0403963,4,106.0,5.18,6364
nm0403964,2,107.5,3.70,367
nm0403967,2,122.0,5.65,995
nm0403970,15,131.5,6.07,253
nm0403981,1,129.0,4.80,850
nm0403992,1,86.0,6.70,72
nm0404000,3,123.0,6.80,98
nm0404008,20,117.9,6.31,3301
nm0404014,6,104.5,6.65,5157
nm0404033,2,87.5,6.45,104
nm0404067,3,87.7,5.93,4361
nm0404080,3,82.0,6.83,3314
nm0404091,2,102.5,4.50,563
nm0404128,5,97.4,5.24,6592
nm0404154,1,86.0,6.00,21
nm0404170,1,60.0,6.60,7
nm0404177,2,101.0,7.30,1502
nm0404285,1,90.0,5.90,10
nm0404393,1,87.0,8.40,8
nm0404431,16,76.2,5.46,373
nm0404438,2,98.0,5.45,3086
nm0404484,8,84.3,5.78,184
nm0404485,7,97.0,5.19,19826
nm0404512,1,89.0,8.50,12
nm0404515,1,76.0,8.40,15
nm0404537,1,90.0,4.60,193
nm0404544,1,84.0,5.40,1816
nm0404560,1,88.0,6.60,20
nm0404606,9,111.4,6.44,105312
nm0404614,1,66.0,5.90,8
nm0404655,5,83.4,7.54,161
nm0404660,2,53.5,7.35,318
nm0404665,1,76.0,2.70,1104
nm0404701,3,99.0,5.60,545
nm0404748,1,102.0,5.90,1378
nm0404752,1,95.0,6.10,21127
nm0404754,4,97.3,5.25,51736
nm0404797,1,86.0,6.50,279
nm0404819,2,58.0,5.30,16
nm0404833,1,94.0,6.70,39
nm0404839,1,,7.50,8
nm0404848,3,97.3,6.63,128
nm0404882,8,97.1,6.09,55915
nm0404886,3,88.0,5.43,704
nm0404888,1,90.0,5.40,80
nm0404903,4,89.3,3.88,333
nm0404931,4,88.0,5.30,22164
nm0405011,1,90.0,6.30,55
nm0405033,1,83.0,8.00,45
nm0405038,1,83.0,4.30,103
nm0405040,1,,6.80,15
nm0405058,1,93.0,4.60,70
nm0405128,6,86.0,5.95,708
nm0405129,4,100.7,7.30,452
nm0405147,6,91.0,5.63,169
nm0405269,1,,5.20,86
nm0405271,2,91.5,6.55,5046
nm0405290,1,91.0,7.60,67
nm0405292,1,80.0,3.50,8
nm0405293,1,80.0,3.50,8
nm0405329,4,87.3,4.93,116
nm0405336,19,145.7,7.47,135074
nm0405355,3,90.7,4.43,119
nm0405374,9,88.3,4.00,26467
nm0405398,3,92.5,7.03,42
nm0405421,1,93.0,6.20,64
nm0405436,4,99.7,4.70,96
nm0405440,2,104.5,7.05,107
nm0405454,1,93.0,5.30,17
nm0405508,1,81.0,6.00,32
nm0405509,19,88.2,5.45,1242
nm0405551,2,103.5,5.85,897
nm0405562,1,58.0,6.80,24
nm0405578,12,89.0,6.05,2328
nm0405605,8,86.4,7.23,14193
nm0405612,1,,8.30,9
nm0405616,1,73.0,6.40,9
nm0405622,5,95.8,5.18,121
nm0405625,1,86.0,4.70,56
nm0405632,10,112.1,6.28,689423
nm0405682,3,80.7,6.93,208
nm0405696,1,80.0,7.90,22
nm0405701,1,59.0,6.40,12
nm0405736,4,100.0,6.40,54
nm0405759,15,88.8,5.04,2897
nm0405783,1,105.0,5.90,12
nm0405849,1,80.0,6.00,222
nm0405864,1,65.0,4.40,5
nm0405877,7,95.9,4.87,260
nm0405959,1,89.0,7.70,7
nm0405999,1,90.0,6.50,35
nm0406013,2,103.0,5.35,1211
nm0406033,2,85.0,5.35,64
nm0406071,2,98.5,5.85,69
nm0406078,1,98.0,7.20,6
nm0406079,1,84.0,6.60,16
nm0406102,1,95.0,5.70,179
nm0406108,8,86.4,6.04,121
nm0406134,1,76.0,8.30,10
nm0406135,1,79.0,5.40,18
nm0406158,4,97.7,5.38,44
nm0406177,2,92.5,6.05,1802
nm0406210,10,104.9,7.05,364
nm0406267,6,92.2,6.03,210
nm0406334,4,104.0,6.80,149887
nm0406349,2,57.5,6.95,34
nm0406374,2,80.0,5.20,24
nm0406416,1,95.0,5.60,5
nm0406433,1,97.0,8.20,13
nm0406451,3,92.3,5.17,209
nm0406453,2,92.5,5.70,158
nm0406528,5,101.4,6.28,2508
nm0406529,8,95.2,5.98,743
nm0406533,5,78.6,5.66,83
nm0406534,3,84.5,5.50,21
nm0406536,7,101.6,7.07,138
nm0406591,20,91.2,5.63,1197
nm0406624,3,89.0,6.13,39
nm0406625,9,93.1,5.48,2324
nm0406654,2,105.5,7.10,9327
nm0406685,2,67.0,6.80,24
nm0406687,7,102.7,6.26,10876
nm0406722,19,96.4,6.68,5295
nm0406728,71,106.6,6.80,23354
nm0406752,3,88.0,6.50,121
nm0406772,1,103.0,6.20,75
nm0406815,1,84.0,6.00,92
nm0406832,1,58.0,7.60,15
nm0406842,1,58.0,6.40,94
nm0406866,1,98.0,6.70,7
nm0406879,1,100.0,7.30,7
nm0406881,30,90.7,4.72,813
nm0406931,1,94.0,8.20,20
nm0406932,5,87.2,5.92,207
nm0406936,4,98.8,5.50,2949
nm0406945,5,98.0,7.14,60
nm0406957,1,70.0,5.80,14
nm0406980,1,77.0,6.40,134
nm0407023,5,111.3,6.74,150
nm0407024,2,92.0,6.70,598
nm0407057,3,,6.70,50
nm0407058,2,74.5,5.35,27
nm0407061,22,99.3,6.10,7264
nm0407066,2,80.0,8.10,14
nm0407067,16,107.5,6.61,157658
nm0407069,4,97.7,5.70,1898
nm0407071,21,85.7,4.97,1195
nm0407098,3,89.5,4.13,31
nm0407125,5,85.5,4.72,90
nm0407153,2,73.5,7.45,29
nm0407175,1,90.0,6.90,126
nm0407183,1,67.0,6.80,13
nm0407235,6,78.7,5.43,184
nm0407263,1,100.0,5.80,6
nm0407307,2,101.0,6.15,286
nm0407313,6,104.3,6.15,1399
nm0407332,7,103.0,5.96,5086
nm0407341,7,48.4,6.74,689
nm0407349,1,107.0,6.30,25
nm0407354,3,89.3,5.97,125
nm0407381,4,61.3,6.98,156
nm0407384,3,80.0,7.07,34
nm0407392,6,91.3,5.92,1347
nm0407423,2,69.5,6.95,889
nm0407437,2,106.5,5.60,57
nm0407466,14,94.7,5.74,3342
nm0407487,1,122.0,6.20,6
nm0407489,23,87.9,6.66,4707
nm0407507,1,104.0,6.90,11
nm0407517,1,79.0,5.30,9
nm0407530,1,99.0,5.40,38
nm0407542,2,72.5,2.95,16
nm0407546,7,99.0,6.30,114
nm0407552,2,73.0,7.45,3530
nm0407612,3,85.7,6.50,90
nm0407616,1,82.0,5.50,33
nm0407648,7,95.0,4.97,1853
nm0407651,7,81.3,5.40,147
nm0407671,1,81.0,4.60,9
nm0407681,1,87.0,7.20,15
nm0407704,1,97.0,8.20,333
nm0407708,1,72.0,9.10,148
nm0407717,1,103.0,4.00,1435
nm0407737,1,90.0,5.80,635
nm0407739,5,99.0,6.80,192
nm0407743,5,101.4,6.60,818
nm0407770,3,107.3,7.03,50
nm0407778,4,72.7,6.35,64
nm0407789,6,63.2,5.92,402
nm0407821,2,75.0,4.85,32
nm0407840,1,87.0,2.70,19
nm0407842,2,93.0,6.15,11592
nm0407872,10,96.2,5.62,404
nm0407911,1,49.0,5.10,8
nm0407941,4,97.0,6.98,1522
nm0407943,3,75.0,6.60,32
nm0407946,12,104.4,6.88,1650
nm0407969,2,86.5,5.50,60
nm0407970,2,,6.35,109
nm0407971,5,80.8,5.92,57
nm0407988,2,98.5,6.60,269
nm0407990,39,111.8,5.97,7651
nm0407992,9,107.0,6.00,15937
nm0408006,1,95.0,5.80,26
nm0408008,6,73.2,6.62,459
nm0408033,27,110.8,6.80,1565
nm0408043,4,101.0,7.53,7967
nm0408045,4,101.5,5.45,208
nm0408051,4,119.3,5.63,211
nm0408060,1,97.0,5.80,6
nm0408061,2,93.5,6.60,1021
nm0408076,22,115.9,7.27,42407
nm0408077,2,92.5,6.95,1842
nm0408086,5,79.2,7.60,1605
nm0408098,7,80.0,6.03,473
nm0408099,3,94.0,6.53,28
nm0408101,13,88.8,6.52,1330
nm0408114,6,92.8,6.52,138
nm0408120,1,88.0,4.10,118
nm0408127,2,75.0,7.40,73
nm0408153,7,98.3,6.06,2051
nm0408195,7,100.6,6.89,4806
nm0408261,6,82.3,4.75,81
nm0408284,1,105.0,5.20,168
nm0408285,7,91.0,5.53,798
nm0408345,2,83.0,4.55,105
nm0408348,50,106.9,6.74,24161
nm0408371,1,154.0,6.30,183
nm0408381,1,77.0,6.20,60
nm0408382,1,95.0,4.00,20
nm0408389,69,90.1,6.11,4760
nm0408392,59,74.4,5.19,10069
nm0408405,2,104.5,4.65,766
nm0408408,3,63.3,6.23,132
nm0408429,3,60.0,4.87,31
nm0408433,16,67.3,5.91,701
nm0408436,8,69.5,5.90,922
nm0408440,10,97.7,6.49,1313
nm0408459,2,95.0,5.75,158
nm0408462,3,,5.17,38
nm0408488,1,105.0,6.70,670
nm0408492,2,85.0,5.35,322
nm0408497,2,81.0,5.35,108
nm0408502,1,89.0,6.80,24
nm0408536,6,105.7,6.37,794
nm0408583,2,74.5,7.15,172
nm0408609,1,,7.40,12
nm0408615,1,95.0,4.70,11
nm0408642,1,89.0,4.60,350
nm0408644,7,91.0,5.70,2421
nm0408645,5,90.0,5.30,90
nm0408646,5,99.4,6.16,374
nm0408650,2,91.5,5.50,169
nm0408867,4,85.0,6.53,53
nm0408885,4,97.7,5.10,1357
nm0408910,1,62.0,6.60,7
nm0408932,1,73.0,6.20,8
nm0408937,12,63.1,6.33,1052
nm0409007,9,86.6,6.46,3607
nm0409036,4,91.3,4.88,1799
nm0409043,1,56.0,7.50,6
nm0409049,2,102.0,6.40,442
nm0409050,1,80.0,4.10,137
nm0409052,1,89.0,4.70,50
nm0409069,3,76.0,6.67,4018
nm0409079,18,92.5,3.68,4043
nm0409102,1,,8.60,14
nm0409110,1,120.0,6.00,10
nm0409112,1,57.0,4.40,40
nm0409157,19,87.6,5.69,272
nm0409197,1,80.0,6.00,6
nm0409212,3,91.3,4.53,171
nm0409244,1,106.0,4.10,65
nm0409262,1,103.0,6.60,394
nm0409270,5,93.2,6.90,1326
nm0409288,2,120.5,6.80,189
nm0409325,32,101.5,6.35,787
nm0409330,1,84.0,6.70,787
nm0409369,5,92.8,5.98,111
nm0409370,1,,3.80,163
nm0409377,1,120.0,4.30,123
nm0409410,1,82.0,5.20,23
nm0409430,1,,5.50,28
nm0409444,7,77.2,5.70,959
nm0409454,1,90.0,5.50,535
nm0409459,17,114.7,6.31,4192
nm0409479,1,92.0,5.20,2039
nm0409523,7,90.6,6.86,337
nm0409526,2,101.5,6.75,23
nm0409539,4,67.5,6.05,116
nm0409561,2,111.5,5.70,1784
nm0409590,1,,7.00,6
nm0409617,1,,6.80,25
nm0409646,15,109.8,7.05,7239
nm0409663,1,90.0,4.70,447
nm0409693,1,67.0,6.70,14
nm0409699,4,112.0,6.88,3026
nm0409702,1,,6.10,20
nm0409723,7,96.8,4.84,1883
nm0409741,10,93.5,6.25,850
nm0409757,57,93.2,5.00,1500
nm0409779,1,180.0,5.00,5
nm0409781,2,137.0,6.65,166
nm0409789,1,90.0,6.30,9
nm0409790,1,158.0,5.20,1075
nm0409791,16,150.7,5.10,60323
nm0409869,2,74.0,5.80,1224
nm0409882,2,73.5,5.20,374
nm0409883,2,98.0,6.35,532
nm0409942,1,107.0,6.00,38
nm0409947,1,83.0,4.30,82
nm0409948,4,258.0,6.78,105
nm0409949,2,65.0,7.10,37
nm0410045,3,103.0,5.43,1557
nm0410062,1,75.0,7.20,12
nm0410063,1,117.0,8.20,37
nm0410097,1,106.0,3.80,297
nm0410139,21,102.0,5.96,103508
nm0410162,1,90.0,5.50,51
nm0410205,1,91.0,5.40,27
nm0410253,6,88.0,4.87,4568
nm0410271,5,60.0,6.38,215
nm0410294,3,81.7,7.27,3117
nm0410356,1,67.0,4.50,10
nm0410392,2,57.5,4.75,20
nm0410408,2,54.0,6.70,39
nm0410478,14,108.6,6.76,831
nm0410493,3,101.3,5.63,49
nm0410494,4,98.8,4.68,68859
nm0410521,1,,3.40,8
nm0410533,1,86.0,7.50,1590
nm0410567,4,79.0,5.15,81
nm0410570,1,50.0,6.40,33
nm0410635,1,127.0,4.60,72
nm0410640,1,91.0,5.00,14280
nm0410641,3,82.0,7.73,26
nm0410654,1,64.0,7.80,8
nm0410658,7,103.6,6.63,678
nm0410664,5,89.4,6.44,87
nm0410673,8,96.0,5.44,4547
nm0410714,15,99.9,6.11,2233
nm0410723,1,,4.10,10
nm0410730,1,74.0,4.00,38
nm0410769,6,99.3,5.25,126279
nm0410788,1,89.0,6.20,9
nm0410832,2,108.0,6.65,147
nm0410864,5,112.8,7.42,1753
nm0410870,21,128.8,6.10,415
nm0410909,1,,8.50,11
nm0410922,3,99.3,5.77,5633
nm0410963,4,87.8,7.48,4265
nm0410982,1,120.0,7.20,2038
nm0411002,8,111.5,5.74,11364
nm0411025,21,92.1,6.53,7953
nm0411027,17,109.5,6.09,8549
nm0411029,2,113.0,5.80,69
nm0411030,58,85.6,6.36,7377
nm0411031,1,,4.60,33
nm0411037,2,70.5,4.40,51
nm0411043,1,,7.00,6
nm0411056,6,67.5,5.10,91
nm0411085,3,84.0,6.67,439
nm0411116,1,102.0,4.70,11
nm0411120,1,88.0,5.10,83
nm0411127,2,71.0,6.85,96
nm0411132,3,119.0,6.23,130
nm0411145,1,101.0,6.40,5
nm0411149,3,101.0,5.20,127
nm0411178,10,91.3,6.25,395
nm0411185,1,153.0,4.10,260
nm0411192,1,90.0,3.80,5
nm0411200,2,96.0,6.70,280
nm0411208,2,67.0,6.00,2482
nm0411213,6,101.3,5.22,17217
nm0411217,1,70.0,6.00,6
nm0411229,2,74.5,7.95,208
nm0411236,1,89.0,5.10,232
nm0411242,1,105.0,6.40,14
nm0411253,1,82.0,3.60,33
nm0411259,10,113.7,7.98,5279
nm0411262,8,125.0,6.39,166
nm0411290,15,93.5,5.11,1440
nm0411304,1,120.0,6.60,133
nm0411305,1,87.0,5.70,6
nm0411308,2,54.5,8.20,119
nm0411344,8,118.8,6.50,406
nm0411351,5,91.8,7.38,72
nm0411365,1,80.0,3.00,6
nm0411405,9,110.3,4.86,730
nm0411413,1,110.0,5.20,13
nm0411423,3,89.7,7.23,78
nm0411428,1,120.0,6.80,356
nm0411459,1,,8.50,10
nm0411468,2,81.5,5.95,609
nm0411473,1,74.0,5.40,198
nm0411477,6,89.7,5.42,48329
nm0411500,1,100.0,5.60,1826
nm0411504,3,85.0,5.13,122
nm0411508,2,91.0,5.65,1634
nm0411517,5,100.6,5.84,7089
nm0411520,1,90.0,5.40,17
nm0411523,1,110.0,8.00,330
nm0411539,3,147.0,5.80,3442
nm0411541,3,141.0,6.60,84
nm0411556,6,97.3,5.60,413
nm0411631,10,122.4,7.01,20736
nm0411632,6,87.7,6.57,210
nm0411654,5,87.0,4.20,891
nm0411657,1,124.0,5.90,32
nm0411669,1,74.0,6.80,39
nm0411672,10,81.3,5.25,409
nm0411685,1,52.0,6.80,384
nm0411693,7,84.0,6.14,249
nm0411702,1,61.0,6.10,42
nm0411746,13,110.2,6.55,8139
nm0411759,1,52.0,6.80,384
nm0411809,12,84.6,4.16,7034
nm0411824,1,,4.70,51
nm0411850,5,82.0,6.66,132
nm0411853,3,99.3,5.83,136
nm0411861,1,125.0,6.20,2081
nm0411866,27,103.9,6.29,609
nm0411890,1,74.0,7.10,825
nm0411893,1,110.0,6.50,11
nm0411897,1,80.0,7.90,9
nm0411922,6,100.5,5.17,246
nm0411948,5,101.8,6.14,107
nm0411958,6,90.5,7.53,913
nm0411966,2,82.0,6.05,54
nm0411983,1,80.0,4.20,9
nm0412010,1,105.0,5.30,44
nm0412017,9,115.0,6.91,379
nm0412019,1,145.0,5.80,12
nm0412023,1,85.0,5.50,13
nm0412026,5,92.3,5.14,111
nm0412031,3,91.0,6.57,158
nm0412033,1,73.0,6.90,10
nm0412042,4,74.5,5.48,64
nm0412048,4,104.3,7.38,634
nm0412082,1,74.0,5.90,12
nm0412092,1,91.0,5.00,90
nm0412094,5,75.2,6.78,925
nm0412095,1,57.0,5.30,6
nm0412107,2,87.0,6.40,18
nm0412108,7,60.7,7.41,4362
nm0412159,9,80.6,6.89,527
nm0412185,3,95.3,6.13,61
nm0412213,5,83.2,6.88,884
nm0412217,9,92.0,6.99,201
nm0412220,4,95.8,4.58,4357
nm0412235,16,123.4,6.66,3452
nm0412247,2,89.5,6.00,12334
nm0412257,1,50.0,5.00,9
nm0412268,1,108.0,6.60,8
nm0412274,26,91.6,5.95,1150
nm0412350,2,89.0,7.40,30
nm0412363,5,80.3,6.90,71
nm0412370,1,94.0,5.40,39
nm0412405,1,113.0,5.50,29
nm0412428,2,77.5,6.45,51
nm0412465,28,113.3,6.31,199516
nm0412495,8,92.5,5.31,1218
nm0412501,1,93.0,5.60,16
nm0412517,17,107.9,6.86,77885
nm0412537,3,103.3,5.40,72
nm0412541,2,123.5,6.20,267
nm0412543,2,75.0,7.60,22
nm0412568,1,70.0,7.20,42
nm0412606,2,105.0,6.20,22
nm0412643,1,94.0,7.20,12
nm0412649,7,84.8,7.16,6945
nm0412650,1,74.0,6.90,2680
nm0412676,10,161.2,7.35,496
nm0412680,1,165.0,6.00,6
nm0412686,1,92.0,8.60,41
nm0412808,3,98.3,7.10,270
nm0412809,1,105.0,4.90,9
nm0412824,18,108.5,6.19,545
nm0412831,2,56.5,6.35,260
nm0412838,14,112.8,5.96,924
nm0412849,2,93.5,5.65,1573
nm0412873,7,93.1,5.29,637
nm0412936,1,96.0,6.80,5
nm0412940,2,89.5,6.60,353
nm0412961,1,120.0,7.70,21
nm0412963,3,96.0,6.90,1658
nm0412974,4,88.5,4.60,107
nm0412995,2,72.0,6.90,186
nm0412999,2,111.5,6.80,520
nm0413016,1,,4.40,5
nm0413020,8,103.0,6.29,2145
nm0413045,17,140.0,4.98,196
nm0413054,8,99.3,4.35,585
nm0413094,1,90.0,6.70,12
nm0413119,1,,5.30,9
nm0413164,7,99.0,6.14,170
nm0413183,2,98.0,6.65,1966
nm0413232,1,116.0,6.70,33
nm0413245,1,,8.40,7
nm0413259,1,92.0,4.40,45
nm0413321,1,58.0,6.80,5
nm0413429,2,95.0,4.95,158
nm0413459,24,84.5,3.85,8365
nm0413465,14,85.4,5.16,3870
nm0413466,1,,6.70,11
nm0413518,1,105.0,5.50,1142
nm0413547,1,94.0,5.30,5946
nm0413590,1,83.0,7.10,40
nm0413591,2,91.5,5.95,137
nm0413641,1,100.0,5.10,64
nm0413648,3,84.5,6.83,146
nm0413665,1,71.0,7.10,19
nm0413717,1,60.0,8.60,9
nm0413763,1,90.0,7.10,359
nm0413781,1,100.0,5.60,5617
nm0413793,6,74.4,7.55,349
nm0413863,1,164.0,7.30,7
nm0413875,7,106.7,6.13,245805
nm0413882,1,76.0,4.90,126
nm0413912,17,80.4,6.60,3433
nm0413945,4,87.0,4.55,774
nm0414055,1,59.0,6.80,5
nm0414056,3,71.7,3.30,36
nm0414091,1,91.0,5.20,30
nm0414117,1,94.0,5.70,10
nm0414131,4,72.8,6.78,72
nm0414144,10,83.1,7.26,1046504
nm0414201,2,53.0,6.75,22
nm0414217,1,,7.10,9
nm0414226,2,88.5,7.80,35
nm0414235,1,88.0,5.40,78
nm0414257,3,75.7,6.43,36
nm0414302,6,84.3,6.97,122
nm0414312,5,91.2,5.68,2884
nm0414337,7,96.5,6.56,14037
nm0414405,3,69.3,2.87,35
nm0414423,3,97.7,5.93,83350
nm0414426,1,89.0,5.60,18
nm0414458,4,92.0,4.73,1259
nm0414460,2,84.5,7.15,640
nm0414478,1,100.0,4.40,186
nm0414481,6,80.0,6.02,1032
nm0414499,9,121.2,6.17,595
nm0414507,1,85.0,2.90,205
nm0414555,1,90.0,4.50,118
nm0414556,1,88.0,7.30,272
nm0414565,2,83.5,5.55,646
nm0414567,1,,8.30,6
nm0414591,1,97.0,8.20,17
nm0414642,2,99.5,7.60,1209
nm0414646,2,103.0,6.40,5706
nm0414672,49,93.3,5.34,6809
nm0414728,3,75.0,6.20,9066
nm0414732,27,92.0,6.19,935
nm0414733,1,106.0,5.50,629
nm0414734,1,76.0,6.00,664
nm0414795,1,86.0,3.70,10624
nm0414797,1,54.0,6.10,22
nm0414814,2,100.5,6.80,7666
nm0414817,4,97.3,5.30,28909
nm0414827,1,98.0,7.80,10
nm0414832,1,,5.50,14
nm0414841,1,85.0,7.00,490
nm0414889,2,73.5,7.50,199
nm0414904,3,103.3,8.10,58
nm0414910,15,90.1,4.71,18650
nm0414912,1,98.0,5.80,314
nm0414922,2,84.5,5.65,136
nm0414924,1,95.0,6.10,5784
nm0414926,1,89.0,4.70,811
nm0414936,2,90.0,4.60,4691
nm0414985,38,92.9,6.06,1189
nm0414991,1,95.0,6.30,62
nm0414996,4,76.5,5.58,215
nm0415007,5,87.5,7.66,1159
nm0415016,1,67.0,6.30,49
nm0415059,6,117.2,6.45,7495
nm0415080,2,78.5,6.55,428
nm0415135,3,82.5,3.67,119
nm0415143,1,100.0,5.20,42
nm0415148,3,99.7,5.87,289
nm0415151,2,92.0,6.65,20
nm0415207,5,84.8,6.94,60998
nm0415245,28,97.7,5.95,24700
nm0415251,1,86.0,6.80,86
nm0415259,3,91.7,6.53,165
nm0415333,9,100.0,5.46,20833
nm0415364,5,101.0,7.18,147
nm0415368,1,90.0,5.00,112
nm0415382,1,97.0,6.80,7380
nm0415409,1,52.0,7.80,20
nm0415417,2,95.0,6.25,207
nm0415422,3,78.3,6.10,1782
